aleatorio,grado,cercania,harmonica,pagerank,intermediacion,num_ataques
1.0,1.0,0.4989165310918294,0.9991323210412147,0.9991323210412147,0.24957632863340565,0.078
1.0,1.0,0.49891559017223913,0.9991319444444444,0.9991319444444444,0.2495706837699619,0.0784
1.0,1.0,0.49891559115466433,0.9991315675206253,0.9991315675206253,0.24956531219619482,0.0788
1.0,1.0,0.49891578133784614,0.9991311902693311,0.9991311902693311,0.2495579491559406,0.0792
1.0,1.0,0.4989146495852465,0.9991308126901347,0.9991308126901347,0.24955085690531528,0.0796
1.0,1.0,0.4989148401006109,0.9991304347826087,0.9991304347826087,0.24954403615938878,0.08
1.0,1.0,0.4989137063793203,0.9991300565463245,0.9991300565463245,0.24953862333152,0.0804
1.0,1.0,0.4989127605424717,0.999129677980853,0.999129677980853,0.24953348542182202,0.0808
1.0,1.0,0.49891276153261566,0.9991292990857641,0.9991292990857641,0.2495267270291958,0.0812
1.0,1.0,0.49891295271496133,0.9991289198606271,0.9991289198606271,0.24952175992348158,0.0816
1.0,1.0,0.4989118150408473,0.9991285403050109,0.9991285403050109,0.24951516981877514,0.082
1.0,1.0,0.4989120065579979,0.999128160418483,0.999128160418483,0.24950885356326882,0.0824
1.0,1.0,0.49891238909831803,0.9991277802006105,0.9991277802006105,0.24952906980726683,0.0828
1.0,1.0,0.49891105875255093,0.9991273996509599,0.9991273996509599,0.24954960719653427,0.0832
1.0,1.0,0.4989099171049045,0.9991270187690965,0.9991270187690965,0.24957046654937967,0.0836
1.0,1.0,0.37451033135500905,0.9991266375545852,0.9991266375545852,0.24959164868623623,0.084
1.0,1.0,0.3746196464086372,0.9991262560069899,0.9991262560069899,0.24958642275156037,0.0844
1.0,1.0,0.3747293917276427,0.9991258741258742,0.9991258741258742,0.24958147449402368,0.0848
1.0,1.0,0.37483956831587567,0.9991254919108001,0.9991254919108001,0.24957680464843512,0.0852
1.0,1.0,0.3749497942954067,0.9991251093613298,0.9991251093613298,0.24957241395153834,0.0856
1.0,1.0,0.37506045288890083,0.9991247264770241,0.9991247264770241,0.24956830314201733,0.086
1.0,1.0,0.3751715451064865,0.999124343257443,0.999124343257443,0.24956447296050224,0.0864
1.0,1.0,0.37528307196083693,0.9991239597021463,0.9991239597021463,0.24956092414957487,0.0868
1.0,1.0,0.37539503446717754,0.9991235758106923,0.9991235758106923,0.24955765745377448,0.0872
1.0,1.0,0.37550589538291146,0.9991231915826392,0.9991231915826392,0.24911242375996984,0.0876
1.0,1.0,0.37561834599662824,0.9991228070175439,0.9982459989376689,0.24911010523236568,0.088
1.0,1.0,0.37573123464575786,0.9991224221149627,0.9973684220664224,0.24910807190591194,0.0884
1.0,1.0,0.3758426344600334,0.9982444593277895,0.9973672673600146,0.24910632453480872,0.0888
1.0,1.0,0.37595447097242773,0.9982436885088372,0.9973661116398184,0.2491048638752467,0.0892
1.0,1.0,0.37606790397651557,0.9982429170126885,0.997364954904498,0.249103690685413,0.0896
1.0,1.0,0.3761817777648912,0.9982421448384509,0.9973637971527154,0.249102805725497,0.09
1.0,1.0,0.37629609336941133,0.9982413719852299,0.9973626383831302,0.24910220975769626,0.0904
1.0,1.0,0.3764085281597194,0.9982405984521294,0.9973614785943996,0.24910190354622233,0.0908
1.0,1.0,0.3765233408376282,0.9982398242382521,0.9973603177851788,0.24910188785730678,0.0912
1.0,1.0,0.376638597757203,0.9982390493426987,0.9973591559541198,0.24910216345920697,0.0916
1.0,1.0,0.37675158184532764,0.9982382737645686,0.9973579930998733,0.24910273112221223,0.092
1.0,1.0,0.37686733933244876,0.9982374975029595,0.9973568292210866,0.2396781868649064,0.0924
1.0,1.0,0.376983543503173,0.9982367205569675,0.9973556643164054,0.23966091198851086,0.0928
1.0,1.0,0.37709708076002013,0.9982359429256873,0.9973544983844725,0.23967193443983692,0.0932
1.0,1.0,0.3772110612977327,0.9982351646082116,0.9973533314239288,0.2396548264097933,0.0936
1.0,1.0,0.3773278262700957,0.9982343856036319,0.9973521634334122,0.23963798469566847,0.094
1.0,1.0,0.24927041092767505,0.9982336059110377,0.9973509944115585,0.23962141002359355,0.0944
1.0,1.0,0.24926732391647746,0.9982328255295174,0.9973498243570013,0.23960510312164357,0.0948
1.0,1.0,0.24926452501983623,0.9982320444581574,0.9973486532683714,0.23958906471984298,0.0952
1.0,1.0,0.2492616236061262,0.9982312626960426,0.9973474811442975,0.2395685987483023,0.0956
1.0,1.0,0.249259011153028,0.9982304802422561,0.9973463079834056,0.23954839442622822,0.096
1.0,1.0,0.24925668843178608,0.9982296970958798,0.9973451337843194,0.23952845247295437,0.0964
1.0,1.0,0.2492546562156982,0.9982289132559936,0.9973439585456604,0.23950877360974793,0.0968
1.0,0.999113867966327,0.24925173691305536,0.998228128721676,0.997342782266047,0.23948935855981549,0.0972
1.0,0.999113475177305,0.2492491075781164,0.9982273434920036,0.9973416049440958,0.23947020804830874,0.0976
1.0,0.9991130820399113,0.2492467689862024,0.9982265575660516,0.9973404265784208,0.23927779537535634,0.098
1.0,0.9991126885536823,0.24924472191470232,0.9982257709428934,0.9973392471676333,0.23925862824722316,0.0984
1.0,0.9991122947181535,0.249242967143079,0.9982249836216011,0.9973380667103424,0.2392397269399632,0.0988
1.0,0.9991119005328597,0.2492415054528755,0.9982241956012445,0.9973368852051545,0.23922109218480359,0.0992
1.0,0.9991115059973346,0.24924033762772102,0.9982234068808924,0.9973357026506737,0.2392027247149415,0.0996
1.0,0.9991111111111111,0.24923946445333728,0.9982226174596117,0.9973345190455017,0.23918462526555012,0.1
1.0,0.9991107158737217,0.24923690877242397,0.9982218273364675,0.9973333343882373,0.23919448580547464,0.1004
1.0,0.9991103202846975,0.24923622956349867,0.9982210365105233,0.9973321486774774,0.23917655331664045,0.1008
1.0,0.9991099243435692,0.2492358466676257,0.9982202449808412,0.9973309619118159,0.23915889039348398,0.1012
1.0,0.9991095280498664,0.24923576087754126,0.9982194527464813,0.9973297740898445,0.2391414977777866,0.1016
1.0,0.9991091314031181,0.24923319398623997,0.998218659806502,0.9973285852101521,0.23912437621333207,0.102
1.0,0.9991087344028521,0.2492309208367009,0.9982178661599606,0.9973273952713254,0.23910752644591254,0.1024
1.0,0.9991083370485956,0.24923093076169572,0.9982170718059118,0.9973262042719484,0.23909094922333451,0.1028
1.0,0.9991079393398751,0.24922885117633783,0.9982162767434094,0.9973250122106028,0.23907464529542494,0.1032
1.0,0.9991075412762159,0.24922706699815134,0.998215480971505,0.9973238190858673,0.2390586154140371,0.1036
1.0,0.9991071428571429,0.2492271741211,0.998214684489249,0.9973226248963185,0.23904286033305686,0.104
1.0,0.9991067440821796,0.24922758109251025,0.9982138872956896,0.9973214296405304,0.239024187757764,0.1044
1.0,0.9991063449508489,0.24922828871649644,0.9982130893898737,0.9973202333170742,0.23900578578724938,0.1048
1.0,0.9991059454626732,0.24922649888083245,0.9982122907708462,0.9973190359245188,0.2389876551700423,0.1052
1.0,0.9991055456171736,0.24922500630320202,0.9982114914376503,0.9973178374614304,0.2389697966567016,0.1056
1.0,0.9991051454138703,0.2492262151536454,0.9982106913893278,0.9973166379263728,0.23895221099982175,0.106
1.0,0.999104744852283,0.24922492072802324,0.9982098906249186,0.997315437317907,0.23893489895403888,0.1064
1.0,0.9991043439319302,0.2492263329304486,0.9982090891434606,0.9973142356345915,0.23891786127603704,0.1068
1.0,0.9991039426523297,0.2492244344516579,0.9982082869439906,0.9973130328749825,0.23890109872455415,0.1072
1.0,0.9991035410129987,0.24922484437592585,0.998207484025543,0.9973118290376332,0.23888461206038838,0.1076
1.0,0.9991031390134529,0.24922314295658332,0.998206680387151,0.9973106241210944,0.2388684020464042,0.108
1.0,0.9991027366532077,0.24922455988588485,0.9982058760278457,0.9973094181239142,0.23885246944753868,0.1084
1.0,0.9991023339317774,0.24922628198565186,0.9982050709466568,0.9973082110446382,0.23007781922367807,0.1088
1.0,0.9991019308486754,0.2492246790693809,0.9982042651426118,0.9973070028818095,0.23005296025943145,0.1092
1.0,0.9991015274034142,0.249222972631919,0.9982034586147369,0.9973057936339683,0.2300283675055776,0.1096
1.0,0.9991011235955056,0.2492231832511519,0.9982026513620564,0.99550965968798,0.23002748363107267,0.11
1.0,0.9991007194244604,0.24922167529134587,0.9982018433835927,0.9955076424690207,0.23002690964637196,0.1104
1.0,0.9991003148897886,0.24922006370677555,0.9982010346783666,0.9955056234368376,0.22981974310791403,0.1108
1.0,0.9990999099909991,0.24922159032652477,0.9982002252453971,0.9955036025889847,0.22982001036663774,0.1112
1.0,0.9990995047276002,0.2492218017206761,0.9981994150837015,0.9955015799230117,0.22982059051397188,0.1116
1.0,0.9990990990990991,0.2492223183074918,0.998198604192295,0.995499555436464,0.2298214843956169,0.112
1.0,0.9990986931050022,0.24922070275118038,0.9981977925701916,0.9954975291268823,0.22982066105862517,0.1124
1.0,0.9990982867448152,0.24922223672881044,0.998196980216403,0.9954955009918033,0.22982014948835805,0.1128
1.0,0.9990978800180425,0.24922082236215395,0.9981961671299395,0.9945933865160745,0.229794710710965,0.1132
1.0,0.9990974729241877,0.24921889643145276,0.9981953533098092,0.994590949466633,0.2297695398130567,0.1136
1.0,0.9990970654627539,0.2492193123586616,0.9981945387550188,0.9945885102191879,0.22974463755171787,0.114
1.0,0.999096657633243,0.24922085190124382,0.9981937234645731,0.9945860687707645,0.22972000468611403,0.1144
1.0,0.9990962494351558,0.24922270097214472,0.9981929074374749,0.9945836251183824,0.22969564197749776,0.1148
1.0,0.9990958408679927,0.24922322466248406,0.9981920906727255,0.9945811792590556,0.22967155018921503,0.1152
1.0,0.9990954319312528,0.24922160075803623,0.9981912731693241,0.9945787311897936,0.22967065126854416,0.1156
1.0,0.9990950226244344,0.24921946213454216,0.9981904549262683,0.9945762809075993,0.2296700663062871,0.116
1.0,0.9990946129470348,0.2492213179286319,0.9981896359425538,0.9945738284094712,0.22964601334461787,0.1164
1.0,0.9990942028985508,0.24921938102086247,0.9981888162171746,0.9945713736924017,0.2296222329478668,0.1168
1.0,0.9990937924784775,0.24921774901502308,0.9981879957491226,0.994568916753378,0.22961310361287604,0.1172
1.0,0.99909338168631,0.24921806740224042,0.9981871745373883,0.9945664575893821,0.2296042744689293,0.1176
1.0,0.999092970521542,0.24921992995625353,0.9981863525809598,0.99456399619739,0.22959574634451482,0.118
1.0,0.9990925589836661,0.24922045750185567,0.9981855298788239,0.9945615325743726,0.22958752007038744,0.1184
1.0,0.9990921470721743,0.24921840954226815,0.9981847064299653,0.9945590667172953,0.22957959647957557,0.1188
1.0,0.9990917347865577,0.24921914363919298,0.9981838822333668,0.9945565986231178,0.2295719764073881,0.1192
1.0,0.9990913221263062,0.24922101524100615,0.9981830572880096,0.9945541282887943,0.22956466069142126,0.1196
1.0,0.9990909090909091,0.24921906651783868,0.9981822315928728,0.9945516557112737,0.2295576501715656,0.12
1.0,0.9990904956798545,0.24921742491106677,0.9981814051469338,0.9945491808874991,0.22955094569001294,0.1204
1.0,0.9990900818926297,0.24921940457311503,0.998180577949168,0.9918256469343795,0.2295445480912635,0.1208
1.0,0.999089667728721,0.24922004090691646,0.9981797499985491,0.9918219330383459,0.22953845822213267,0.1212
1.0,0.9990892531876139,0.24922223466978685,0.9981789212940488,0.9918182157660854,0.2295326769317583,0.1216
1.0,0.9990888382687927,0.24922308304072197,0.998178091834637,0.9918144951129919,0.2295272050716076,0.122
1.0,0.9990884229717412,0.24922050395702577,0.9981772616192817,0.9918107710744513,0.2295220434954843,0.1224
1.0,0.9990880072959416,0.24922280913723494,0.9981764306469489,0.9918070436458406,0.22951719305953583,0.1228
1.0,0.9990875912408759,0.24922085039328107,0.9981755989166031,0.9918033128225288,0.22951265462226028,0.1232
1.0,0.9990871748060246,0.24922170189796783,0.9981747664272064,0.9917995785998762,0.22950842904451377,0.1236
1.0,0.9990867579908675,0.2492241197686231,0.9981739331777192,0.9917958409732348,0.22950451718951753,0.124
1.0,0.9990863407948835,0.24922142706218478,0.9981730991671003,0.991792099937948,0.22950091992286512,0.1244
1.0,0.9990859232175503,0.24921946118371063,0.9981722643943061,0.9917883554893508,0.22949763811252966,0.1248
1.0,0.9990855052583447,0.24922031583954257,0.9981714288582914,0.9917846076227697,0.2294946726288712,0.1252
1.0,0.9990850869167429,0.24921855535852241,0.998170592558009,0.9917808563335224,0.22949202434464377,0.1256
1.0,0.9990846681922196,0.24922087828266318,0.9981697554924099,0.9917771016169186,0.22948969413500306,0.126
1.0,0.9990842490842491,0.2492180670146772,0.9981689176604431,0.9917733434682587,0.21592760575811423,0.1264
1.0,0.9990838295923041,0.24922060434496546,0.9981680790610555,0.9917695818828351,0.21588871258743403,0.1268
1.0,0.999083409715857,0.24922136054610458,0.9981672396931923,0.9917658168559315,0.21585007760128197,0.1272
