aleatorio,grado,cercania,harmonica,pagerank,intermediacion,num_ataques
4.835578391356543,4.835578391356543,4.835578391356543,4.835578391356543,4.835578391356543,4.835578391356543,0.0
4.835238498922387,4.880841688156448,4.8928378396995305,4.8928378396995305,4.880841688156448,4.8928378396995305,0.0004
4.834712784244216,4.91095607763744,4.931788442367831,4.931788442367831,4.921064925628929,4.939490238566504,0.0008
4.834284474702977,4.952072615343541,4.969547431276506,4.969547431276506,4.952072615343541,4.985207890494234,0.0012
4.833742806125071,4.965282166897898,4.977227853142182,5.016549445043934,4.965282166897898,5.02563460253841,0.0016
4.834227878371016,4.987709500797907,5.026073960270179,5.058039093423415,4.987709500797907,5.068645390219091,0.002
4.836859003123743,5.060132444622006,5.052449665800408,5.113208402934793,5.060132444622006,5.113208402934793,0.0024
4.83729370004874,5.110260897447041,5.067678746074884,5.136585006235759,5.110260897447041,5.15307515940299,0.0028
4.840173903742075,5.145005486847354,5.093606002475686,5.167636235230135,5.145005486847354,5.184052315462471,0.0032
4.840113887908116,5.16890266807898,5.149013557239798,5.209144244581699,5.156273427713262,5.218331052028265,0.0036
4.839915064032748,5.182029846989404,5.195712540802019,5.246551493236909,5.182029846989404,5.254412265373265,0.004
4.842353945785895,5.194418786712984,5.237191552800167,5.260293523012509,5.2469473400001805,5.2900637402642365,0.0044
4.842661906221031,5.259960476147995,5.254124986909421,5.281771966638094,5.259960476147995,5.322245451266198,0.0048
4.889171721916152,5.2945909234859565,5.285170092849673,5.311850746973563,5.2945909234859565,5.359027037133723,0.0052
4.889402707475748,5.319636564357991,5.332550734819213,5.343834527680969,5.319636564357991,5.395877113040269,0.0056
4.889927649633712,5.364230795400422,5.360083852551703,5.383312434996452,5.3320810531465765,5.429088540907279,0.006
4.890291988744072,5.376671835469923,5.384390668137538,5.410583270587823,5.362896034418911,5.457299978014752,0.0064
4.890263947948386,5.410070672352821,5.427583149623727,5.458380159946621,5.374703990357639,5.488316847877412,0.0068
4.889718833318556,5.4230365118169646,5.4749332639583805,5.500482474217429,5.4230365118169646,5.515164565768332,0.0072
4.890071966298709,5.435751713018944,5.499754261419043,5.522857263590383,5.449860878157871,5.541509341966689,0.0076
4.88989674556598,5.462879477937253,5.51847811942901,5.559652695545811,5.462879477937253,5.577676027014014,0.008
4.890001924153202,5.492004996937959,5.534823103252145,5.592572768641577,5.492004996937959,5.6079096696349415,0.0084
4.891600953143415,5.500687682612236,5.583040485786427,5.626616200766177,5.500687682612236,5.63448227323336,0.0088
4.892164292753429,5.513479748744997,5.626564392410174,5.64975023854355,5.511688470927688,5.657739083249253,0.0092
4.891859140679819,5.525518839444526,5.6485932018080645,5.668781514661967,5.525518839444526,5.690097420081265,0.0096
4.891456521561614,5.537263336681283,5.662890179074496,5.680460873896606,5.537263336681283,5.720192058009358,0.01
4.891282438860306,5.5492747705943675,5.694383415258273,5.69334683621103,5.565124852039864,5.753591986665364,0.0104
4.8920984169483495,5.553462181200984,5.702404741434025,5.714359091129179,5.577684952176058,5.7893063859913605,0.0108
4.892466200154805,5.581948007894816,5.735173972776767,5.737550406724476,5.581948007894816,5.819953859593289,0.0112
4.8948158148694905,5.5915243545778806,5.746318836970395,5.767404892706816,5.605846606055343,5.866271584386986,0.0116
4.895446205006863,5.600708379041819,5.768304957177503,5.796812950218335,5.617259196219355,5.88731985117481,0.012
4.898979107546215,5.623292194360803,5.785612912924149,5.814089523708245,5.620956259563481,5.911180649781767,0.0124
4.901248506213953,5.634975846489709,5.831435893830984,5.847803649995171,5.63014054564005,5.94374396819213,0.0128
4.900944864753267,5.638770127401078,5.86318117726578,5.867784684847283,5.643140878904048,5.968801809185384,0.0132
4.900874366022943,5.662291710878495,5.879389473718844,5.911150264283917,5.652290871881935,6.0015174322099005,0.0136
4.901498906772741,5.675676022760201,5.8925005268565105,5.923811609283212,5.656161257606491,6.027631648270593,0.014
4.9009486504157636,5.686744665200816,5.930148667816146,5.933480445660714,5.6796190766196855,6.061447408661173,0.0144
4.904686517238229,5.690920670604063,5.939126365085475,5.942594096940157,5.69313046739181,6.097310875201561,0.0148
4.904620281096726,5.70448270022918,5.959318248511053,5.950618107134169,5.717657850774272,6.127276496282709,0.0152
4.905077584298801,5.715621913228478,5.9839426764848715,5.963025473814267,5.729699408330938,6.1603677532102425,0.0156
4.908683879030738,5.738003088042267,6.033232823178171,5.992818813914044,5.735852369097095,6.183936559577064,0.016
4.908998048053165,5.745366732062456,6.041366448816738,6.01951913745061,5.7432420582831005,6.212096776061501,0.0164
4.909321369044721,5.751671798050968,6.054055879930575,6.030774065761861,5.751782737950354,6.240321984016044,0.0168
4.909382088535183,5.777426126774661,6.086905855635497,6.083258760783191,5.763997764812097,6.2576706982244445,0.0172
4.909703987740237,5.790157028466799,6.105313559378255,6.113359692709819,5.775892780140245,6.287181979208821,0.0176
4.909785428669598,5.793826281377758,6.132566805597744,6.130347560074827,5.800733994293369,6.320442122840302,0.018
4.909062336058071,5.821913589168296,6.14671621097663,6.14321402098656,5.804423902870294,6.346567631205872,0.0184
4.910132347845864,5.8234126205618315,6.176386540035872,6.157474384663318,5.809569665003867,6.375395776653284,0.0188
4.914996575622827,5.8481493387857135,6.1999250563907395,6.173655524295773,5.839576748312604,6.4000684209860745,0.0192
4.915448421718748,5.852535325023522,6.212143648156937,6.198671762462635,5.843293283041491,6.431221242474958,0.0196
4.9151977066857775,5.858791843401305,6.253969216923192,6.254301214156548,5.868161098657511,6.452907892434229,0.02
4.9156958822728765,5.869767772360067,6.280463614600597,6.2709796181981705,5.869767772360067,6.480389821642554,0.0204
4.915835650429631,5.8776803528930985,6.326029805737852,6.293301655221413,5.943337647005404,6.505382741572314,0.0208
4.91580158393093,5.952590336223607,6.402484260768188,6.313770161270112,5.953401314740863,6.530831719117407,0.0212
4.9182224808418065,5.98698195961187,6.424428514815725,6.362418672779898,5.999959534952938,6.554928626010999,0.0216
4.920518845032616,5.995279454044629,6.444006774237814,6.383960050739844,6.008738231267927,6.586209204796856,0.022
4.920913354766918,6.002620801742913,6.471888685599592,6.419217068976259,6.016252052525905,6.614265817094568,0.0224
4.921034978341568,6.04798882162779,6.484466977303653,6.44170259643039,6.0225783406299165,6.65038454150202,0.0228
4.920889754974147,6.082147694601607,6.511600722170161,6.471441162961032,6.028099679881737,6.67589409826198,0.0232
4.921195626624401,6.08797926138844,6.533751284410447,6.498003707161134,6.033701586960464,6.705234350340159,0.0236
4.922265911183702,6.090251648418124,6.548927940099073,6.519799165204767,6.036437602080939,6.728629712526634,0.024
4.922691187535337,6.100005011534939,6.582245847068807,6.550575637011497,6.043300334562001,6.763001485634216,0.0244
4.922549645656264,6.102976635496716,6.611872004707303,6.563479082223972,6.089711088587449,6.794323094567178,0.0248
4.922931772287255,6.126132226693969,6.685012394441738,6.598905219410929,6.0966436296477475,6.824673732071182,0.0252
